county_fips,n_tracts,mean_observed_pct_elevated,median_observed_pct_elevated,max_observed_pct_elevated
26001,4,0.038926,0.039394,0.047504
26003,3,0.03962633333333334,0.031433,0.077922
26005,24,0.03731233333333333,0.0355575,0.112121
26011,5,0.009597,0.007407,0.022455
26013,2,0.006585499999999999,0.006585499999999999,0.009838
26015,11,0.04418309090909091,0.046564,0.10168
26017,26,0.03754530769230769,0.0224425,0.162007
26021,43,0.03306295348837209,0.030303,0.103503
26023,12,0.027866166666666668,0.021135,0.082411
26025,39,0.05627758974358974,0.043011,0.225641
26027,11,0.04041118181818182,0.033341,0.103198
26031,1,0.011111,0.011111,0.011111
26033,8,0.014395875,0.0170045,0.02904
26035,11,0.017017818181818183,0.012821,0.05
26037,21,0.014419999999999999,0.011808,0.042163
26039,1,0.0,0.0,0.0
26041,11,0.03830072727272727,0.036275,0.087996
26043,7,0.006272428571428572,0.007407,0.019395
26045,28,0.03256657142857143,0.033717,0.070868
26047,5,0.0053334,0.0,0.026667
26049,129,0.02404651937984496,0.016167,0.156376
26051,8,0.009236375000000002,0.005535,0.033333
26053,6,0.032534,0.0347965,0.062989
26057,9,0.010954666666666666,0.007752,0.027494
26059,12,0.03482458333333333,0.0338445,0.079591
26061,10,0.0390045,0.027084,0.088779
26063,10,0.0173952,0.018568,0.04136
26065,70,0.024013428571428574,0.017262,0.093789
26067,12,0.04273875,0.042632500000000004,0.077188
26069,9,0.03684266666666666,0.032967,0.088462
26071,4,0.02364125,0.012195,0.070175
26073,14,0.012740785714285715,0.0129495,0.027778
26075,37,0.06486827027027027,0.045183,0.196079
26077,56,0.03193658928571429,0.019804000000000002,0.18194
26081,112,0.05474427678571429,0.030379999999999997,0.230446
26083,1,0.013889,0.013889,0.013889
26085,2,0.025975,0.025975,0.033431
26087,23,0.03803426086956522,0.036174,0.070398
26091,23,0.09386895652173913,0.075414,0.337335
26093,47,0.009993723404255318,0.0,0.063889
26095,2,0.002451,0.002451,0.004902
26097,3,0.006666666666666667,0.006667,0.013333
26099,187,0.013233941176470587,0.011111,0.086252
26103,20,0.02436355,0.0138555,0.083333
26105,8,0.08009225,0.08267150000000001,0.165849
26107,10,0.012916500000000001,0.0094065,0.032407
26109,7,0.04957157142857143,0.058974,0.109713
26111,19,0.013158052631578945,0.011111,0.06734
26115,34,0.016662676470588236,0.012821,0.077078
26117,13,0.019230384615384614,0.01746,0.038313
26121,41,0.049088365853658535,0.022222,0.241466
26123,11,0.019866363636363637,0.018235,0.044202
26125,312,0.014594695512820511,0.00981,0.100992
26127,7,0.04177214285714286,0.03254,0.076629
26129,6,0.0112075,0.009812000000000001,0.029412
26131,3,0.05855633333333334,0.019608,0.140909
26135,4,0.02869675,0.0255755,0.063636
26137,1,0.010101,0.010101,0.010101
26139,52,0.023539326923076923,0.022580000000000003,0.110012
26141,2,0.0219255,0.0219255,0.02381
26143,7,0.001984142857142857,0.0,0.013889
26145,56,0.030987339285714285,0.0198655,0.182367
26147,29,0.023203310344827588,0.025707,0.055996
26149,17,0.04687252941176471,0.044563,0.10571
26151,11,0.02283290909090909,0.022707,0.041397
26153,3,0.008852,0.012346,0.01421
26155,17,0.039642411764705884,0.034999,0.105676
26157,13,0.017799615384615382,0.016879,0.04781
26159,15,0.04151406666666667,0.039749,0.096737
26161,77,0.017455818181818183,0.009881,0.102877
26163,547,0.05925731444241316,0.038371,0.324353
